publication_title,pdf_title,pdf_url,publication_url,publication_type,date
Impacto das Restrições Construtivas nos Preços dos Imóveis em São Paulo,Download PDF,https://go.lincolninst.edu/Igliori_WP22DI1.pdf,https://www.lincolninst.edu/publications/working-papers/impacto-das-restricoes-construtivas-nos-precos-dos-imoveis-em-sao-paulo/,Working Papers,"November 2022, Portuguese"
草根的力量,Download PDF,https://go.lincolninst.edu/l/153411/2022-11-01/pqbxb4/153411/16673114778IlZDKKe/from_the_ground_up_chn_full.pdf,https://www.lincolninst.edu/publications/policy-focus-reports/from-ground-up-land-trusts-conservancies-solutions-climate-change-chn/,Policy Focus Reports,"November 2022, Chinese"
Tecnociudad,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/tecnociudad-lla2210sp_0.pdf,https://www.lincolninst.edu/publications/articles/2022-10-tecnociudad-nuevos-enfoques-para-la-contaminacion-sonora/,Articles,
El escritorio del alcalde,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/escritorio-alcalde-lla2210sp_0.pdf,https://www.lincolninst.edu/publications/articles/2022-10-el-escritorio-del-alcalde-abordar-la-capacidad-de-pago-en-berkeley/,Articles,
Cambio de marchas,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/cambio-marchas-lla2210sp.pdf,https://www.lincolninst.edu/publications/articles/2022-10-cambio-marchas-por-que-comunidades-eliminan-requisitos-para-estacionar-playas-estacionamiento-y-cuales-son-proximos-pasos/,Articles,
Cambio de marchas,estudio,https://www.edmonton.ca/public-files/assets/document?path=PDF/ParkingRequirements_Study_Phase1_TechnicalStudy.pdf,https://www.lincolninst.edu/publications/articles/2022-10-cambio-marchas-por-que-comunidades-eliminan-requisitos-para-estacionar-playas-estacionamiento-y-cuales-son-proximos-pasos/,Articles,
Lo que prometen las megarregiones,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/que-prometen-mega-regiones-lla2210sp.pdf,https://www.lincolninst.edu/publications/articles/2022-10-lo-que-prometen-las-megarregiones/,Articles,
Nueva publicación: Impuesto predial en Asia,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/nueva-publicacion-lla2210sp.pdf,https://www.lincolninst.edu/publications/articles/nueva-publicacion-impuesto-predial-en-asia/,Articles,
Building Equity,Download PDF,https://go.lincolninst.edu/Spaid-Patras_WP22ES1.pdf,https://www.lincolninst.edu/publications/working-papers/building-equity/,Working Papers,"October 2022, English"
Community Resilience Through Small Scale Manufacturing,Download PDF,https://go.lincolninst.edu/Yeung_WP22SY1.pdf,https://www.lincolninst.edu/publications/working-papers/community-resilience-through-small-scale-manufacturing/,Working Papers,"October 2022, English"
Land LinesOctober 2022,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/land-lines-october-2022.pdf,https://www.lincolninst.edu/publications/issues/land-lines-october-2022/,Issues,October 2022
Shifting Gears,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/shifting-gears-lla221005.pdf,https://www.lincolninst.edu/publications/articles/2022-10-shifting-gears-eliminating-off-street-parking-requirements/,Articles,
For the Common Good,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/common-good-lla221004.pdf,https://www.lincolninst.edu/publications/articles/2022-10-common-good-communities-join-forces-protect-water-supplier/,Articles,
For the Common Good,report,https://www.nature.org/content/dam/tnc/nature/en/documents/WaterShareReport.pdf,https://www.lincolninst.edu/publications/articles/2022-10-common-good-communities-join-forces-protect-water-supplier/,Articles,
For the Common Good,estimates,https://www.nature.org/content/dam/tnc/nature/en/documents/Beyond_The_Source_Full_Report_FinalV4.pdf,https://www.lincolninst.edu/publications/articles/2022-10-common-good-communities-join-forces-protect-water-supplier/,Articles,
For the Common Good,manual,https://www.nature.org/media/freshwater/latin-america-water-funds.pdf,https://www.lincolninst.edu/publications/articles/2022-10-common-good-communities-join-forces-protect-water-supplier/,Articles,
For the Common Good,study,https://www.sebagocleanwaters.org/wp-content/uploads/2020/03/Sebago-Lake-Report.pdf,https://www.lincolninst.edu/publications/articles/2022-10-common-good-communities-join-forces-protect-water-supplier/,Articles,
Por el bien común,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/bien-comun-lla2210sp.pdf,https://www.lincolninst.edu/publications/articles/2022-10-por-el-bien-comun-comunidades-ubicadas-rio-arriba-y-rio-abajo-aunan-esfuerzos-para-proteger-el-suministro-de-agua/,Articles,
The Promise of Megaregions,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/promise-of-megaregions-lla22106.pdf,https://www.lincolninst.edu/publications/articles/2022-10-promise-of-megaregions-combat-urgent-challenges/,Articles,
President’s Message: Zoning’s Asteroid Moment,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/presidents-message-lla221001.pdf,https://www.lincolninst.edu/publications/articles/2022-10-presidents-message-zonings-asteroid-moment/,Articles,
Mensaje del presidente,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/mensaje-del-presidente-lla2210sp_0.pdf,https://www.lincolninst.edu/publications/articles/2022-10-mensaje-del-presidente-se-aproxima-un-fuerte-impacto-para-la-zonificacion/,Articles,
Mayor’s Desk: Addressing Affordability in Berkeley,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/mayors-desk-lla221003.pdf,https://www.lincolninst.edu/publications/articles/2022-09-mayors-desk-affordability-in-berkeley/,Articles,
City Tech: New Angles on Noise Pollution,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/city-tech-lla221002.pdf,https://www.lincolninst.edu/publications/articles/2022-09-city-tech-new-angles-noise-pollution/,Articles,
"Clarifying the Connections Between Urban Planning, Land Use Policy, and Health Disparities",Download PDF,https://go.lincolninst.edu/Larsen_WP22LL2.pdf,https://www.lincolninst.edu/publications/working-papers/clarifying-connections-between-urban-planning-land-use-policy-health/,Working Papers,"September 2022, English"
Land Value Capture in the United States,Download,https://go.lincolninst.edu/land-value-capture-united-states-pfr-full.pdf,https://www.lincolninst.edu/publications/policy-focus-reports/land-value-capture-in-united-states/,Policy Focus Reports,"September 2022, English"
Typologies of Integration,Download PDF,https://go.lincolninst.edu/Fischer_WP22LAF1.pdf,https://www.lincolninst.edu/publications/working-papers/typologies-integration/,Working Papers,"September 2022, English"
Affordable Housing Coalition Releases Scorecard Outlining Improvements to GSE Duty-to Serve Plans,Scorecard for the Approved DTS Plans 2022-2024,https://www.lincolninst.edu/sites/default/files/content/docs/ummc/ummc_scorecard.pdf,https://www.lincolninst.edu/publications/articles/2022-09-affordable-housing-coalition-scorecard-duty-to-serve/,Articles,
Affordable Housing Coalition Releases Scorecard Outlining Improvements to GSE Duty-to Serve Plans,Blueprint for Impactful Duty to Serve Plans,https://www.lincolninst.edu/sites/default/files/ummc-blueprint-dts.pdf,https://www.lincolninst.edu/publications/articles/2022-09-affordable-housing-coalition-scorecard-duty-to-serve/,Articles,
Integrating Land Use and Water Management,Download PDF,https://go.lincolninst.edu/integrating-land-use-water-management-pb.pdf,https://www.lincolninst.edu/publications/policy-briefs/integrating-land-use-water-management/,Policy Briefs,"August 2022, English"
"Comparative Measures of Property Tax Equity in Suffolk County, Massachusetts",Download PDF,https://go.lincolninst.edu/Rakow_WP22RR1.pdf,https://www.lincolninst.edu/publications/working-papers/comparative-measures-property-tax-equity-in-suffolk-county-massachusetts/,Working Papers,"August 2022, English"
Place Profiles: Localizing Understandings of Disadvantage,Download PDF,https://go.lincolninst.edu/Natarajan_WP22LN1.pdf,https://www.lincolninst.edu/publications/working-papers/place-profiles-localizing-understandings-disadvantage/,Working Papers,"August 2022, English"
Measures of Vertical Inequality in Assessments,Download PDF,https://go.lincolninst.edu/McMillen_WP22DM1.pdf,https://www.lincolninst.edu/publications/working-papers/measures-vertical-inequality-in-assessments/,Working Papers,"August 2022, English"
What Do We Do with the Land Left Behind?,Download PDF,https://www.lincolninst.edu/sites/default/files/pubfiles/main_wp22km1.pdf?publicationTitle=what_do_we_do_with_the_land_left_behind&publicationType=working_paper&publicationSubtype=Main&contentLanguage=English,https://www.lincolninst.edu/publications/working-papers/what-do-we-do-land-left-behind/,Working Papers,"August 2022, English"
Scenario Planning Using Climate Data,Download PDF,https://go.lincolninst.edu/Finn_WP22DF1.pdf,https://www.lincolninst.edu/publications/working-papers/scenario-planning-using-climate-data/,Working Papers,"August 2022, English"
An Urban Planner’s Guide to Climate Information,Download PDF,https://go.lincolninst.edu/Finn_WP22DF2.pdf,https://www.lincolninst.edu/publications/working-papers/urban-planners-guide-climate-information/,Working Papers,"August 2022, English"
Using Green and Blue Infrastructure for Urban Flood Mitigation,Download PDF,https://go.lincolninst.edu/Nascimento_WP22NN1.pdf,https://www.lincolninst.edu/publications/working-papers/using-green-blue-infrastructure-urban-flood-mitigation/,Working Papers,"August 2022, English"
Exploratory Scenario Planning for Climate In-Migration,Download PDF,https://go.lincolninst.edu/Rajkovich_WP22NR1.pdf,https://www.lincolninst.edu/publications/working-papers/exploratory-scenario-planning-climate-in-migration/,Working Papers,"August 2022, English"
Tecnociudad,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/tecnociudad-lla220702sp.pdf,https://www.lincolninst.edu/publications/articles/2022-07-tecnociudad-nuevas-herramientas-para-gestionar-objetivos-climaticos-locales/,Articles,
"Demands on the Land: To Secure a Livable Future, We Must Steward Land Wisely",Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/demands-on-the-land-lla220705.pdf,https://www.lincolninst.edu/publications/articles/2022-07-secure-livable-future-must-steward-land-wisely/,Articles,
"Demands on the Land: To Secure a Livable Future, We Must Steward Land Wisely",Finding Land Solutions to Climate Displacement: A Challenge Like Few Others,https://unfccc.int/files/adaptation/groups_committees/loss_and_damage_executive_committee/application/pdf/ds-report-finding-land-solutions-to-climatedisplacement.pdf,https://www.lincolninst.edu/publications/articles/2022-07-secure-livable-future-must-steward-land-wisely/,Articles,
Exigencias al suelo,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/exigencias-al-suelo-lla220705sp.pdf,https://www.lincolninst.edu/publications/articles/exigencias-al-suelo/,Articles,
Exigencias al suelo,https://unfccc.int/files/adaptation/groups_committees/loss_and_damage_executive_committee/application/pdf/ds-report-finding-land-solutions-to-climate-displacement.pdf,https://unfccc.int/files/adaptation/groups_committees/loss_and_damage_executive_committee/application/pdf/ds-report-finding-land-solutions-to-climate-displacement.pdf,https://www.lincolninst.edu/publications/articles/exigencias-al-suelo/,Articles,
Land LinesJuly 2022,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/land-lines-2022-july.pdf,https://www.lincolninst.edu/publications/issues/land-lines-july-2022/,Issues,July 2022
"Mayor’s Desk: Burlington, Vermont, Aims for Net Zero",Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/mayors-desk-lla220706.pdf,https://www.lincolninst.edu/publications/articles/2022-07-mayors-desk-burlington-vermont-net-zero-weinberger/,Articles,
The Private Equity Land Grab Expanding to Smaller Legacy Cities,72 percent in 2017,https://www.jchs.harvard.edu/sites/default/files/reports/files/Harvard_JCHS_Americas_Rental_Housing_2022.pdf,https://www.lincolninst.edu/publications/articles/2022-07-private-equity-land-grab-expanding-smaller-legacy-cities/,Articles,
The Private Equity Land Grab Expanding to Smaller Legacy Cities,hit hard,https://s3.documentcloud.org/documents/21366862/the-impact-of-investor-activity-in-cuyahoga-county-3-6-22.pdf,https://www.lincolninst.edu/publications/articles/2022-07-private-equity-land-grab-expanding-smaller-legacy-cities/,Articles,
El escritorio del alcalde,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/escritorio-alcalde-lla220706sp.pdf,https://www.lincolninst.edu/publications/articles/2022-07-el-escritorio-del-alcalde-burlington-vermont-busca-cero-emisiones-netas-miro-weinberger/,Articles,
Return on Investment: Research Links Climate Action with Land and Property Value Increases,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/return-on-investment-lla220704.pdf,https://www.lincolninst.edu/publications/articles/2022-07-research-links-climate-action-land-property-value-increases/,Articles,
Return on Investment: Research Links Climate Action with Land and Property Value Increases,Tsukuba Express,https://www.lincolninst.edu/sites/default/files/pubfiles/2198_1524_LP2011_ch12_Transit_Value_Capture_0.pdf,https://www.lincolninst.edu/publications/articles/2022-07-research-links-climate-action-land-property-value-increases/,Articles,
Return on Investment: Research Links Climate Action with Land and Property Value Increases,Crossrail,https://www.london.gov.uk/sites/default/files/crossrail_funding_spg_updated_march_2016v2.pdf,https://www.lincolninst.edu/publications/articles/2022-07-research-links-climate-action-land-property-value-increases/,Articles,
Return on Investment: Research Links Climate Action with Land and Property Value Increases,technical standard,https://www.iaao.org/media/standards/StandardOnMassAppraisal.pdf,https://www.lincolninst.edu/publications/articles/2022-07-research-links-climate-action-land-property-value-increases/,Articles,
Return on Investment: Research Links Climate Action with Land and Property Value Increases,Financing Transit Oriented Development by Value Capture: Negotiating Better Public Infrastructure,https://www.lincolninst.edu/sites/default/files/pubfiles/van_der_krabben_wp19ek1.pdf,https://www.lincolninst.edu/publications/articles/2022-07-research-links-climate-action-land-property-value-increases/,Articles,
Retorno de la inversión,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/retorno-inversion-lla220704sp_1.pdf,https://www.lincolninst.edu/publications/articles/retorno-la-inversion/,Articles,
